;video_id;comments;;;;;
960;fgHJT8eupnk;"['Somebody is in quick need of an enema, what is hurting W?', ""I really wish they patch things up. I remember their bond throughout the years, they were each other's pillar. Meghan should work on making the brothers be ok again and not make it worse."", 'None of them should have any titles!!!', 'Am I the only 1 is irritated by this man voice', 'What a vile couple!', 'The reaction from the cult will be interesting to see when William is the one who winds up divorced. One son is like the father. One son is like the mother.', 'Ya think?', ""We don't love this stuff."", ""I don't think Harry and Meghan care...but the rest of the world has been witnessing these mean low blows given to them by the queen, charles, William and kate. Very mean to Harry just for speaking his truth."", ""Harry is by far the most handsome royal male figure right now\nDoes no matter whether he has a uniform on or not...he's the most striking""]";;;;;
961;d8Q_Fm0KWNY;['William and Catherine always get it right ❤️', 'Harry is busy holding hands with a horrible creature!', 'I would have loved to be there and I would line up for days if I had to just to say goodbye to hermajesty with my daughter', 'BRITS have been rehearsing their entire lives for this queue😁', 'It is physically calming just to look at William and Kate, and how comfy he feels with people🥰', 'Kate & William are truly elegantly humble \nThese are moments forever remembered', 'People Were Outraged That Prince Harry and Meghan Held Hands During Service for the Queen, But Had No Problem With Zara and Mike Tindall Doing the Same...', 'Poor Prince William! But he and Katharine get on with the duty at hand. Amazing couple!', 'Aw, that was nice.  Surprised that William was so open, but that will help him as well, to talk about it.', 'When will the Duke and Duchess visit Sussex?'];;;;;
962;qQiG5dainAQ;"['I think it speaks volumes for the love people have for the beloved Queen. I think it is beautiful that people are doing this. They are sharing their peace, their kindness, their generosity, their love, their gratitude that they’ve witnessed the Queen do for her 70 years and they recognise that she worked every day, for 70 years. The fact that thousands upon thousands are not causing trouble speaks volumes too', 'Why this an echo', ""I hope they're putting her in the ground today instead of waiting it's ridiculous"", ""Lenin's mausoleum in the red square comes to mind. With his death it was the same, so many people wanted to see him that they extended his period of state again and again and all the time there were people queuing outside waiting to get a glimpse of him. At the beginning only Russians queued to see him but as time went on also tourists wanted to see him too. Until they finally decided that they could leave him there as well and built a mausoleum for him. I really do hope that they won't do the same to her. She deserves to rest in peace in a quiet place away from public eyes. So I hope that they decide to go on as planned so we all can go back to normal"", ""I wish I could make that trip. I've watched her for 70 years. She was precious.\nThe people of the United Kingdom are incredible and I pray for the comforting of all who loved the Queen.\nMay she Rest In Peace."", ""Do they ever take into account that Charles, Anne, and Andrew are not young people and walking in cadence for miles is not an easy thing? I'm a bit younger than them and I couldn't do what they did for the first processional.  Anne's 6 hour car ride from Scotland must have been taxing in itself. I hope that once the funeral is over they take as much time as they need before more ceremony."", 'Just stop all the ridiculous worship and drop the old Freemason witch in her grave.', 'great news .. we all loved her', 'I doubt a change of plans after all the rehearsing & pacing out & timing to literally a millisecond!!', 'What special Brits to show their love and respect for their Queen. This is beautiful.']";;;;;
963;akdOJJTpMfw;['I met her once She was cool'];;;;;
964;d7XF86fz31E;['Security protocols the crowds stopped moving when he collapsed. Ummm the crowds stopped moving before he collapsed. Was this scripted? Hmm one will never know', 'So..Did the guards get buried with her Dead or Alive?', 'She still alive', 'I’d faint if I know I was going on it too.', 'I miss her Heiness alrdy. God blessed her for many years to handle business that God knows no other could do.\nThe signs of the times are definitely here. The last days are not Suttle but are  loud as ever.  Look at the collapse of humanity.  All over the earth 🌎.  \nA new age is here. I pray she is in heaven with the Lord and she gets to be with her sweetheart as they looking down upon  us from Heaven.  \n✝️🙏👑', 'Sell all the palaces, and the jewels and support the citezens of England with the revenues', 'Just when the change of guards was in progress,10 seconds more he could have walked away. How overexerted  he must be to not be able to endure a second more?', '🙏THANK YOU SO MUCH🥀🥀🇬🇧🇺🇦🙌🙏🙏❤️❤️\n✨✨✨🌎RIP😭REST IN PEACE QUEEN ELIZABETH🙏💫💔🥀 🥀✨✨✨\n              🙌🙌🙌🙌', 'did he get the Jab?', 'Once a slave, always a slave.'];;;;;
965;72RPQOVhbcg;"[""It's normal for children to walk behind their loved ones coffin"", ""She's wearing a plain dress and those pearl earrings with the small diamonds and her wedding rings. That is all. She going to God and she doesn't need anything else."", ""The title is a click bait. It asks what is the Queen wearing in the coffin and doesn't give an answer."", 'That question about what the queen is wearing in her coffin\nUnbelievable anyone would ask.  So wrong', 'I’d like to know what she was laid to rest in, and we know Diana was wearing Vera Wang. \nQueen Elizabeth’s entire process of the honors we saw after she passed was something I’ve never in my life seen for a leader of a country, and she deserved every second of it.', ""P.s. and yes we have the right to be curious as to what the Queen was wearing. Like it or not l bet it's what many were wondering."", 'I dont think the Queen was in the coffin.  I believe it was done secretly.  It seems strange to me that the Queen would journey to Balmoral while ill.  I think this was done for the people.  Probably arranged ages ago.', 'This embarrassing Australian man showed how little he knows about many things and at times was just plain crass in his comments and queries.', 'This is inappropriate.', 'Where is the queens black handbag?']";;;;;
966;Hv5--w45_t4;"['Ridiculous human ideas and power structures. Damn this monarchy and any that has ever existed 🙌', 'Horrid little spoiled man! Thank God he has advisors! He’d be terrible in a crisis!', 'The pen should have worn a uniform. I was deeply disappointed.', 'I’d of thrown the bloody pen across the room, all his ADC had to do is make sure his boss had a working pen it’s not rocket science. \nSame with the episode at the ascension council. That desk was cluttered and far to small, and if it had been me I’d of knocked the lot on the floor, again all the military aide had to do was ensure his boss had the space needed to sign the scrolls. \n\nThe guy ( His Majesty) has just lost his mum. His own son kicks him in the balls at every opportunity and he’s just been instantly transformed into the supreme commander of the armed forces head of the church state and country. He’s had no sleep and gone from Scotland where he led a major procession to England where he presided over a joint session of parliament to Wales to Ireland and back to London to march through the streets following the coffin  like he’s 21. \nThe king is In his 70s. I think he’s entitled to be as ratty as he likes. \n\nNone of us can imagine what it must feel like to literally have the weight of the  entire nation land on your shoulders. Nothing can prepare you. I’m sure the heads of mi5 and mi6 have been in to brief him about the true state of the planet. And now knowing everything plus all the nations state secrets is probably more than enough to make you want to top yourself. It’s a wonder he’s got out of bed. \n\nI think his majesty has been amazing so far. Every bit Philips son !!! And I’m really proud of him.', 'Jeez!!\nThe man isn’t my favorite but for Pete’s sake give him a break!!!\nHe just lost his mom he had to March in multiple places, he’s physically, mentally and emotionally exhausted!!!\n🙄🙄🙄🤨🤨🤨\nLeave him be for a month at least 🤨🤨🤨', 'Skratite ovu tiradu i nahranite one u Africi sto umiru svake sekunde od gladi. Boze koliko Englezi pate od forme i razmisljaju o svakom detaljutoliko da prerasta u bizarno (pegla pidzamu i pertle ujutru Caki, rezi na poslugu sto mu posluga ne pomiri kutijicu na stolu i dr.).Bas zbog tih bespotrebnih performansa i tirada slutim da im je blizu kraj. Sami sebe unistavaju.', 'Elizabeth never would have behaved this way. I doubted Scotlands independence much more before this', 'The pen thing was hilarious...but only because we’ve all been there.', 'I highly doubt “Bunker Harry” ever fought on the front line or risked his life, ever. Regarding the pen, the silver ink pot used was a gift from his sons so it was a sentimental gesture and it obviously needs a fountain pen. Who wouldn’t get annoyed at something trivial with everything he’s gone through and will be going through. I don’t think he did anything wrong especially when he probably felt like throwing it across the room.', ""This  is just awful.  His beloved mother just died. His ungrateful son and DIL have been making his life hell for years  now. He just became king. He's in his 70's. He's probably not slept much since losing his mother. Give the poor man a break and lay off.  Its bad enough the entire world is watching him mourn. Now he's being made fun of over 2 incidents with pens and 'sausage' fingers.  If you have any respect for the Queen, leave him alone.  Cut him some slack.""]";;;;;
967;GpXwUIbjGAo;"['She was afraid of scuffing her Jimmy Choo shoes.....', 'The same reason Kate didn’t walk🤡', 'Why would anyone care about this global gossiper??', 'One word. HEELS.', 'SHAME Harry + M. Markle!!', ""MeAgain wouldn't stand a chance with those chicken legs. 1min diwn the road and ahe will say to Harry: ooh Haaarryyyy you carry me. I'm tiiiired. This is boringggg!🤣"", 'Megan Markle and the Royal ladies,? Please do not put her ahead of Princess Catherine or any other Royal for that matter in your headlines,she is not important and its disrespectful to  Princess Catherine.', 'Ladies in dresses do NOT march in heels.', 'Harry was spontaneous always smiling funny prince till Meghan in his life', 'They are not royals. I think only the royal family walks.']";;;;;
968;nV6Uq_I7Y44;"['Geez roller coaster house', ""Why lower the coffin in private? Prince Philip wasn't private. BS brits"", 'Last time you had a PROPER look at the Chapel.WHERE THE HECK where you AT PRINCE PHILIPS FUNERAL. We even saw the LOWERING of his Coffin.     That was a thousand times better than that other show..', 'Thank-you for not focusing on the two losers.  We are sick of them.', ""Dont bhai think anything in the chapel will be private if marble is there. She shouldn't be allowed in there."", 'Churchills funeral was huge', 'Oueen Elizabeth II rest in peace.', 'They won’t be able to see the queens final\nResting place, she will\nBe in the royal vault which is closed to the public', '😭💔', 'ANYONE KNOW WHO IVE GOT TO BLOW FOR AN INVITE TO THIS FARCE?']";;;;;
969;IupVVx1anjU;"['The United Kingdom will not heal until Parliament is allowed to step in and take actions that the new King hasn’t been able to do. If not, there will be more of the same and likely worse.', 'This isn’t petty but a continuation of attacks against the U.K., Crown & People while using their Titles to do so. Clearly, the King is either unable or unwilling to handle the situation so it so up to Parliament to do so. It’s time true integrity & respect be returned to the Country & the People. Andrew is getting caught up in the constant drama created by Harry which has no end in sight. This should’ve be dealt with swiftly years ago as it’s only gotten worse. Aside from removing Harry as a Counsellor & the line of succession the next thing is stripping his Titles. There is an answer but one that hasn’t appealed to the late Queen nor the new King, remove any perception of power Harry has enjoyed. After several lawsuits which come at a considerable costs to the people he shows no indication of slowing his attacks down. Andrew, by virtue of his behavior & closeness to the Harry situation is unfortunately being painted with the same brush. It’s time for Parliament to step in and use all their power to stop Harry including removing his as a Counsellor as well as the Line of Succession. A middle aged man, as Harry is, hasn’t slowed down his Worldwide Attacks against the Country, the Crown or his family. He’s been gpaying Ben ample opportunity to stop yet even as the Queen laud, waiting for her State Funeral, Harry continued to complain to any News Agency who had a microphone. It’s long past time for action to be taken. If this is petty, so be it. I for one, think he’s overstepped the mark countless times and as his hatred for his own Country is so obvious, why would anyone want Harry to represent the Crown as a Counsellor. He’s no longer a resident and lives in another Continent. I see the King has tried to make peace but Harry doesn’t want peace as it doesn’t serve his purpose. He wants notoriety and money which he came obtain by his constant attacks which now include a series of books. What purpose doe he serve to the people of the U.K.? I would go a step further and have his Titles, which he has monetized openly and flagrantly to be stripped completely. He should also be Exiled if there is to peace in the U.K. as his treats to upset the events of the Coronation in 2023 have been heard by all the World. If the U.K. fails to take action they will certainly be looked upon as weak and deserving of all that Harry & his spouse Meghan Markle have thrown at them. Currently, the King appears to only be concerned with attacks against the Queen Camilla and himself. There is an entire Nation & people to be considered. I hope Parliament takes a firm hand in these matters with Harry & Meghan Markle and restores the peace, harmony and respect once enjoyed by all. Making deals with Harry is a lesson in futility just as negotiations with a Terrorists Group.', ""It's not Harry and Wills,how disrespectful calling the Prince of the Wales Wills. Its Prince William and Harry. Its usual to call the eldest sibling first. I can't understand the ignorance of reporters. Do you etiquette lessons when training to be reporters?"", ""I thought it was beautiful and touching. A wonderful display of love and respect. Trying to make an issue out of the uniform thing is ridiculous when Britain's rules are what they are."", 'No one does pageantry as beautifully as the British. The queen worked for them for 70 years and devoted her life to the people at often accost to her own family. She put duty above everything, I think she was an amazing woman woman and I admire her greatly for her dedication her service and her wonderful treatment of others. She does not deserve nor does the Royal Family the disgusting and mostly lies of two renegades. King Charles should eliminate them and not wait and unless DNA testing is done on these children proving they are of her body and his sperm they should not be given titles under any circumstances. This is all about money for the heartless duo. My opinion only. What do you think ?', 'Actions and consequences!   Harry is a traitor to the Family!', 'No they shouldn’t. Both Andrew and Henry have disgraced themselves and the family.  They are a disgrace to the uniform.', 'They were treated accordingly.', 'there are consequences for disrespectful behaviors….', 'As a hospice nurse…a the planing must have been comforting.  The Queen made her ow plans . The uniform issue was fine i my opinion.']";;;;;
970;90Hz-Uertf4;"[""The hysteria WAS driven by the media in a huge effort to deflect blame and the part they paid in Diana's death. We now know that the media's role in Diana's death was even bigger than supposed  due to the lies of Martin Bashir who FAKED bank statements that showed the RF were paying a private security company to spy on her. This had a terrible effect on the already paranoid Princess and prompted her to dismiss her Royal Protection Officers. Consequently she got into a car with a drunk driver and failed to put on a seat belt. Neither action would have been permitted by an RPO but they were the cause of her death. The French media's actions in clogging up the tunnel also meant that she didn't get the medical help she needed soon enough that may have saved her life. IMHO the people REALLY responsible for her death Martin Bashir and a lot of the French Media have never been bought to account for their behaviour. Bashir should have been at least charged with Manslaughter, instead the BBC promoted him to the 'Head of Religious Broadcasts' or some such. Unbelievable."", 'The last time there was a funeral procession like this one was when the Queen Mother died in 2002.', 'I wonder how Harry feels ,as he is marching today…part of the Truman show?????? Trapped in the zoo, like his brother and the father who he said was a bad father….????', 'the Queen made zero statment about Diana !! Please stop lying the world saw it and we rember and your King married the eoman who tortured her within their private circle laughed in her face so please stop lying your king is head of the church think about that for once and the woman by his side that he said he wanted to be a tampon for!!goif day', 'a grate Queen has passed sadly she was a dieaster as a mother to King Charles a weak man who said he wanted to be a tampon for the woman who tortured in humilated wife publicly !! He married her this man should never be King!', 'Rest in Peace your Majesty.  Queen of ALL Queens.  Take all the love we have for you with you on your journey, Your Highness.  You are missed already.  You were the absolute BEST.  Class and Dignity to the very end.']";;;;;
971;2MqbHO-XG-Q;"['What a waste of tax payers money just to get a box with a dead person in it from A to B', 'Mourners line the streets of London to bid farewell to Queen Elizabeth | Sunrise\n\nMourners have lined the streets of London to bid farewell to Her Majesty.\n\nhttps://www.youtube.com/watch?v=90Hz-Uertf4', ""I am sure you will ruin it with a nasty post about harry and meghan don't act like you care 👍"", ""Never ever would I wait outside for days to have a second with someone I don't even know. I use to do BlackFriday for hard to get items for my son. He's 30 now so those days are over.""]";;;;;
972;R6OR_TGoyqI;"['NOTHING NEW.""', 'showing his true colours..an arrogant bad tempered man...absolutely no excuse to treat staff like that, the Queen was totally gracious and patient in every situation, no exceptions,  but he is not like that.', 'How is it possible for anyone to be so hopelessly useless.......yet be so hailed as being important !\nHe is the Biden of the UK.', '😂😂😂😂😂', 'GET HIM A BOX OF CRAYONS!!!!🦻🦻', ""why everyone acts like these people are God is behind me...... to me it would be the same as getting robbed then having the robber over for a handmade dinner......  These people are people. Long ago the monarchy made sense now, it's just making these people rich and leaving the poor and needy left to figure it out....  I honestly don't know how any of them sleep at night knowing they are taking taxpayer money to live extravagant lives and there are people a block away starving homeless and sick.."", 'He has always been like this. Nothing new!', 'I do not see how this is a flash of temper.  Anyone who has had a fountain pen or pen ink leak all over them would react exactly as the King acted.  These reporters need to get a life and start reporting real news.', 'Sunrise never mentioned Martin behind assassination of Lord Monty', 'When someone complain from first day at work and the only work ever.']";;;;;
973;aRW0WUt6vNQ;['I am in awe of this nation, the dedication and patronisom', 'Not many people bothered turning up more for Diane 🤣', 'God bless the Queen', 'Anyone else touched by the very simple bowing of heads in salute by the Police outriders? They brought her home safe and said their goodbyes. Such a simple gesture brought me to tears.', 'The Harkles are not fit to be there or kiss her casket!'];;;;;
974;zNaHq5HGytg;['Love Australia.  ❤️🇬🇧', 'Good idea! Hope it’s complete by my next visit in a few years.', 'Extremely heart warming. Thank you Oz.', 'The town of Chillingbourne is even more traditional looking.', 'Fabulous news - thank you from the uk 🇬🇧'];;;;;
975;PKHkozaYjiM;"['Megan is a copycat, it’s been well photograph that she is 🤣🤣✍️', ""Are ironed shoelaces something from the military, my hubby would have his laces ironed if I would do it (maybe for special occasions otherwise not a hope) and it was because they were expected to iron their laces before parades in the army, Charles spent a long time - for the heir to the throne - in the navy so quite possibly it is a habit he picked up in the military and just hasn't got out of (bearing in mind that he also spends a lot of time in his wellies/gumboots as well) especially when it comes to meeting the public and dignitaries.  Looking neat and tidy is always a good look but the military can sometimes take it a mite too far.\nCatherine is NOT the first Princess of Wales since Diana, it is simply that Queen Camilla didn't use the title despite BEING the Princess of Wales."", ""MEGAN CAN WEAR A PAPER & SHE'LL LOOK STUNNING"", 'COPY WHO?😅😅😅', ""Megain always wears ill-fitting clothes, the woman doesn't know how to dress and has no style at all. Princess Catherine can wear a 50 pound dress and look fabulous, while Meghan even looks awful in a $30,000 ensemble."", ""Meghan Markle rarely gets it right. I think it's because she tries to copy styles from Diana and Catherine which just don't work on such a strange 'waist-less' body shape."", 'Fun fact from a London (Savile Row) tailor: there’s some rather colourful messages sewn into the lining of a few of old Charles’s jackets…']";;;;;
976;YGkr09yyP1E;['This headline sounds more like an alibi.'];;;;;
977;zhQpcDkH8wE;['Should be no more royal family too much problems they can’t forgive each other’s useless royal very bad example to the world.  Sick of seeing the royal family problems.', 'We need to princess diana here!!!', 'I wish King a Charles would have Zara and Mike to step up and assist the family. They are such a strong gorgeous couple!!', 'Andrew is the son of the Queen not the Grandson. stop comparing them', 'God is in control forgive and have peace in our hearts', 'Get a job', 'Why are news channels obsessed with Harry and Megan. Pathetic Journalism', 'Being royal shouldn’t stop freedom of speech ,  they are human beings and when they die don’t take titles with them or fortune . Every person think different. Only God is perfect , who is perfect in that monarchy? 🙄🤷🏽\u200d♀️ Kings and the rest of royals are just humans not gods .', 'I applaud Princess Meghan, and Good Prince Harry for displaying such dignity, poise, and grace in the face of such HATRED while they grieved.', 'No, England needs to sink deep into the abyss of insignificance just as Julius Caesar saw it'];;;;;
978;GscjSPFVK-0;"[""I'm from Long Island, New York, My thoughts and Prayers for the Royal Family.  Queen Elizabeth is now with her Soul Mate Prince Philip.""]";;;;;
979;JypbONV9Daw;"[""He's worried about a bit of ink what's he going to do with the weight of the country on his shoulders..KING🤡. he's exhausted. Our Queen did it for 71 year. He's been king for a week😲."", ""Please leave him alone, he's just lost his mother and got so much to do"", 'The late Queen Elizabeth II did so well till 96 yrs.', ""Who would appreciate signing official documents with a dodgy pen, the poor bloke is in a unique position and it's only a few days in the job."", ""Praying for the King a d other family. Charles has been so busy he has hardly had time to grieve. He needs our respect, prayers, and a large bit of slack for any perceived slip ups at this time. Many of us have lost a parent and know the strain and pain it causes w ithout needed to dash all over for meetings and being in the world's constant view. God Bless the King from Oklahoma, 🇺🇸 USA."", ""He's a KING.  Who in HELL didn't check the pen?????  Who in hell didn't REALIZE, in the first signing, that he had no room to sign and the inkwell should be at the back????  THIS is the result of increasing ILLITERACY.....when writing doesn't matter..........reading doesn't matter.   This would NOT have happened with the Queen because she would have seen the careless culprits be locked in the tower."", 'Lady Colin Campbell reported on her channel that Queen Elizabeth died of bone cancer.', ""Long live King Charles III. He is 73 for goodness sake I don't know how he was able to bear up to all the duties he has had to do since the passing of his dear mother the Queen. God bless him and Queen Consort Camilla."", ""I don't know about anyone else but I actually enjoyed see Prince Philip again for a few seconds. TAKE THE #@$%  PICTURE! What isn't cool is you all breaking it down and analysing him. He is almost 74 and has little sleep. He's had one event after another. LEAVE HIM ALONE!"", 'Charles has just become King at the age of 73 never had a chance to grieve he has camera on him every move he makes. How do we know he is the only royal to snap. His father used to swear on camera let him grieve for god sake his mother is not yet cold']";;;;;
980;l9IHxSeDkR8;"[""Excuse me I was in a truck rollover why can't I see the news about it?"", 'So SAD. —-from a American Indian in the USA. Take me', 'AH.?\nADRESS FROM SANDY HOOK BURAUEN LEYTE PHILIPINES.\nDONE WATCH OKE.\nBY:OFFICE NASA DICTATOR LONDON.\nI LOVE YOU MY MOTHER HER MAJESTY THE QUEEN ELIZABETH WALES SPENCER.', 'Rip💐Queen Elizabeth💐', 'I wish to be there too😭😭😭😭🙏🙏💐', 'According to her wishes, Her Majesties coffin will be thrown into the River Thames next to the sewage outlet pipe. Once united with a huge flotilla of faeces, it will then float out to sea, as the sun sets forever on the British Empire 🇬🇧', 'From all Canadians to our brothers and sisters of the Comman Wealth...   We stand together to coninue her legacy in the years to come. Her compassiona and emathy must be ours to forward Queen Elizabeths vision for a more peacful world anchored in respect and patient kindness...   God Save the King', 'Self promotion😂😂😂', 'Rest Now Queen']";;;;;
981;URDJzbT6-pI;"['So are the "" men in suits""and heaven help them,if there is anything litigious, but she very edgy right now. As well as old okra.', 'Why doesn\'t this crazy world leave Mehgan alone for heavens\' sake ? Do all the people who keep hunting her ever  have one look at themselves and see their obsession with her ? A woman who met a man ( who happened to be a prince) fell in love with him and wants to have a normal life with him. Isn\'t this why they left the drama of the royals? But then they are now hunted by another kind of crazy crowd, the paparazzi and the ""hungry for gossip "".Why didn\'t she attract this mad attention when she was an actress? Suits is very popular too . .You don\'t choose all the time who you fall in love with. For Meghan. M.i t happened to Be Prince Harry .Good for them .They are trying to be happy. Why can\'t for once people rejoice on other people\'s happiness ? Let them be !', ""Meme's and HaHa's threats to the RF and the British people will never end.  Even though they may be taming their threats down in his book, her podcasts, etc, BUT they will come out in the future as they tend to spend easily and will need to replenish the money!"", 'Fed of of lies close down your damn media', 'I seriously threw up, she gives women who do not complain and truly are strong and really bad name and always carry on like she had nothing. She is nothing but an attention seeking scum bag, not meant to wear black at occasions or hold hands and she sticks it to the royals, she is diva and worst pod cast ever', 'Someone  needs to check their facts. The couple have spent a great deal of money to be famous. MM did not earn that much money as a supporting character on a little known cable show.  MM is not all that smart but she is devious.', 'There is nothing like Meghan but the funeral of the Queen of Great Britain.', 'I am sure Meghan never saw this day coming.  Every action has consequences. She thought she was too smart to do whatever she wanted.  Once you break an egg, it will never be the same even if you try your best to put it back together. People do not forget. She really missed the best opportunity of her life. However, good opportunities come to those who deserve them with good behavior, true love to marry someone not for the fame but for love. She really needs to apologize to her dad but I think she will never get there.  A good example is Kate Middleton. She is getting what she deserves. She was very respectful and really love the royal family unconditionally. God bless the Queen what a good legacy and example she has left in the world. RIP❤', 'The redhead commentator with the hair band needs to give her head a shake! Thinking that Rachel Ragland wouldn’t put anything in her podcasts about the Queen or the RF? Ha! She’s all about subterfuge and insinuation when she speaks!', 'Gold Coast is completely off the mark']";;;;;
982;t3a45m0nyUw;['😭😭😭😭😭', 'The Scottish people did the queen proud x'];;;;;
983;wtXEPg4iVKs;"['I feel the same here in the US.  She was our Queen - even though she wasn’t, but she was. 🇺🇸❤️🇬🇧👑', 'Not many wanted to see it', ""Nice large crowds seen last night's chips on floor"", 'She was JUST on that balcony smiling for her jubilee and now in a hearse passing beneath it. Life. RIP dear Queen.', 'Poor darling so upset x', 'She will be missed in America.🇺🇸♥️🙏\nConnie Gross', 'Reminds me of my own mother and how she  loved her children and all grand and great grandchildren until she passed.', 'She will be miss by us in Trinidad  may God bless her home circle and all those that love her ❤', 'Jamais será esquecida', 'Prince Andrew Assaults his daughter “live” on the world stage - While laying flowers for QE2 \nhttps://youtu.be/Pmt8hp1haiU…2022']";;;;;
984;L73CxFnF00s;"[""As an American she's always been my symbol of the UK. I can't imagine your peoples pain."", ""Greetings and condolences to Old England (and the UK and her realms) from New England. The Queen embodies all that is great about 'The Greatest Generation'--duty, pride of country, grace, humility, and respect for tradition while contributing to a better future. If it is true that what goes around comes around, I hope humanity once again embraces those qualities which Her Majesty and her generation so easily and honestly projected."", 'Kudos to the men in uniform who carried her home. The respect shown by the people in Scotland and London through their silence and applause are admirable.', 'What a terribile british pronunciation', '💔💔💔💔💔', ""So where will her casket rest/lie please? Does anyone know? Next to Prince Phillip's I'd guess."", '🇺🇸❤️🇬🇧A comment from an American Anglophile:\nRIP Queen Elizabeth!😢😭💔 We will miss you!', 'The monarchy should be abolished.\n N U I S S A N C E', 'But it always sucks to come home in a box', 'What happened  to her cong by train?']";;;;;
985;rp9eFgm6uEg;"[""School children mourn more for you HM QUEEN Elizabeth👸🇬🇧why reason is ,,,\nNOON meal scheme  in Britian 1906 and after India in 1920 colonial rule  HM king or Queen ,SO school children will always remember you . \nGod BLESS YOU.🙏🙏🙏 millions and millions of jobs , prosperity, democray,law and order ,police , meaning in lives , governments and joy in the world because of the King or Queen of England,,,🙏🙏🙏\n.,India or oppressed people of the world  will remember you always.\nIn 1891, the  Chingleput collector J. H. A. Tremenheere submitted his study on socio-economic condition of Dalits in Tamil Nadu to the British administration.[2]( King George , England,) Based on his recommendation Depressed Classes Land Act was passed on September 30 under Government Order No 1010/10-A  (revenue) 1892. And 12 lakh acres were assigned to Dalits across Tamil Nadu.{ On the request of missionaries,)\nIn TAMIL NADU,\nOppressed people were asked to tie a pot around their neck when they entered the village or city or passed a high caste home .\nOnly a Brahmin can have education.\nBut now our chief minister Mr. STALIN gave opportunities to all caste to become priests .\nHe himself is from a most backwards ,his relationships are doing barber shops ,,\nA high caste ( they call themselves so ) here still  uses a BARBERS caste to undershave their bride grooms as a part of their marriage ritual using this caste 😁😁😁,,\nSlavery ,,\nSlavery to even a caste of Hon Chief MINISTER of Tamil Nadu.🙏🙏🙏( But originally they are Pipers but we know their relationship are running Barber shops,,my dad sent us me and my brother to learn cutting and shaving so that we will have a job in future if education doesn't pay us a job ,,)( my dad said only after or during this period God REVEALED himself to my dad ,,)\nPray for our safety .\nI filed a case in our high court in 2007 .\nNoon meal scheme( this was possible here in Tamil Nadu Because a team of JUSTICE PARTY members attended several meetings in UK and as well visited UK schools and astoria to see noon meal scheme in schools there in UK,,and later British introduced it here in india 🙏🙏🙏 or lot of lakes  or dams or slavery of women devadasi ,, democracy,police ,jobs , railways,dams lakes schools,police jobs , hospitals,,across the world are by BRITISH rule \nGod bless uk  \nGod bless UK people.\nGod bless california governor for introducing noon meal scheme in their schools.\n🙏🙏🙏\nIt would NEVER been  allowed in British rule \n20 of our innocent tamils were shot  dead by a neighborhood state ,no enquiry by central government,,No political parties called for a mass protest or rally to condemn it ,,I was the one and only person to write it in Gates notes first and after in a USA magazine  requesting to UNO and TRUMP,,( to hang the culprits,,)I took lot of risks ,,to highlight this matter to the world,,\nNeighborhood state arrested two men in my name to give me fear,,\nBut I am not protected by people over here for whose right I fight.\nBut they want to Praise somebody else for it .\nBut if it is my work then God will reward me .\nA son of a police head constable in Chennai was chased by a youth rally anticorruption rally ,,because he refused to join this group,,the boy ran and fell down in the koovam  river of Chennai  and died .\nWe wrote the world to condemn this cruel act and requested the world to support the power of Tamil Nadu POLICE 🙏👍🙏\nI have no caste feeling.\nBECAUSE ABIRRAHAM LIVED WITH HIS CASTE OR RACE OR NATIONAL,,\nBUT GOD WANTED TO BLESS HIM SO HE TOOK HIM OUT OF HIS CASTE OR RACE OR NATIONALITY PEOPLE...\nWE SHOULDN'T BELIEVE OR LOVE AS CASTES ,,\nBECAUSE IN SUCH A CASE YOU HAVE TO BEAR THEIR SINS A LOT , BUT A FAMILY,,\nCHRISTIAN,,\nFRIENDS,,,\nMOREOVER,WE ARE LIKE A LOW CASTE ,A HIGH CASTE IN THEIR BORDER REFUNDED TO GIVE EVEN WATER TO MY DAD ,,😂😂😂🙏🙏🙏👍"", 'Sure god love  him he seemed so emotional what great respect he showed he did for his mom', ""Everyone is busy making the video holding the phone. Doesn't care to bow one last time."", ""King Charles will be drive Anglican Church or not ?\xa0It's been hundred years Kingdom is a Queen, can not drive it.\xa0.""]";;;;;
986;cu-sWB3c-YI;['Acho isso tudo tão respeitoso.\n\nÉ tudo tão lindo.\n\nEu amava, respeitava e admirava a Rainha Elizabete II. \n\n👑🇧🇷♥️', 'You mean the Body/Corpse/Remains of the queen  returns ‼️', 'Lovely 🇬🇧 💕', 'The only human  being that pass away and is treated  with  all the respect that anyone!  that has passed deserve  in this world. But she was also an amazing human being so she deserves it.', 'What an honor for them to be selected to carry HM coffin. ❤️', 'RIP', 'Omg! Beautiful Guard of honour! I love seeing her being honoured so much and in this way!! ♥️ #heartbroken', '🌀⚡️❤️\u200d🔥🔆🙏🔆❤️\u200d🔥⚡️🌀'];;;;;
